I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-19, -4, 14, 12, -17, 4, 4, 14, -24, 307, -48, -24, 
-14, -4, 9, 9, -12, 2, -9, 9, -34, 278, -58, -39, 
-9, 0, 9, 4, -9, 4, 0, 4, -29, 248, -58, -39, 
-14, -24, -9, 19, -2, -17, -4, 4, -43, 239, -82, -48, 
-29, -34, -4, 31, -12, -19, -14, 0, -68, 219, -97, -63, 
-29, -29, 0, 29, -14, -14, -9, 4, -68, 229, -92, -63, 
-48, -43, 4, 46, -26, -19, -29, -24, -78, 214, -107, -87, 
-53, -39, 14, 46, -34, -12, -19, -9, -82, 214, -97, -73, 
-19, 0, 19, 9, -19, 9, -29, 0, -63, 219, -97, -68, 
43, 58, 14, -51, 14, 36, -4, 24, -34, 253, -63, -43, 
78, 92, 14, -85, 31, 53, 9, 39, -19, 268, -34, -19, 
29, 48, 19, -39, 4, 34, -4, 9, -39, 253, -73, -39, 
19, 34, 14, -26, 2, 24, 4, 14, -39, 253, -63, -29, 
34, 24, -9, -29, 21, 7, 4, 19, -43, 234, -73, -43, 
4, 0, -4, -2, 4, -2, -9, -4, -63, 195, -102, -68, 
-39, -43, -4, 41, -17, -24, -9, -14, -78, 185, -107, -73, 
-29, -48, -19, 39, -4, -34, -29, -14, -92, 165, -126, -97, 
-29, -29, 0, 29, -14, -14, -9, 0, -78, 190, -107, -82, 
-4, 4, 9, 0, -7, 7, -4, 9, -68, 180, -107, -73, 
-34, -9, 24, 21, -29, 7, -4, 9, -73, 185, -112, -73, 
-63, -39, 24, 51, -43, -7, 0, 0, -73, 190, -97, -73, 
-48, -29, 19, 39, -34, -4, 0, 9, -63, 170, -102, -78, 
-34, -19, 14, 26, -24, -2, 14, 19, -53, 151, -78, -58, 
4, -14, -19, 4, 12, -17, 0, 14, -58, 126, -87, -63, 
0, -24, -24, 12, 12, -24, 4, 19, -68, 97, -107, -73, 
-4, -4, 0, 4, -2, -2, 0, 19, -63, 58, -97, -73, 
-14, 9, 24, 2, -19, 17, 14, 24, -43, 53, -82, -53, 
-9, 9, 19, 0, -14, 14, 9, 4, -68, 19, -117, -78, 
0, -9, -9, 4, 4, -9, -9, -14, -82, -4, -122, -78, 
14, -14, -29, 0, 21, -21, -14, -14, -92, -29, -126, -82, 
0, -24, -24, 12, 12, -24, -4, 0, -78, -58, -126, -87, 
-24, -29, -4, 26, -9, -17, 9, 19, -73, -68, -102, -53, 
19, 9, -9, -14, 14, 0, 9, 14, -68, -112, -112, -73, 
-4, 9, 14, -2, -9, 12, 0, 14, -58, -126, -107, -68, 
-48, -29, 19, 39, -34, -4, -9, 0, -73, -156, -126, -92, 
-82, -73, 9, 78, -46, -31, -19, -19, -102, -190, -146, -117, 
-131, -112, 19, 122, -75, -46, -14, -9, -97, -204, -141, -107, 
-117, -107, 9, 112, -63, -48, -24, -9, -102, -224, -146, -112, 
-58, -53, 4, 56, -31, -24, -4, 14, -68, -190, -107, -73, 
4, -4, -9, 0, 7, -7, -4, 14, -63, -190, -97, -63, 
19, 0, -19, -9, 19, -9, -9, 9, -68, -214, -107, -68, 
-29, -39, -9, 34, -9, -24, -4, 9, -73, -224, -112, -73, 
-53, -68, -14, 61, -19, -41, -24, -4, -92, -268, -151, -117, 
0, -24, -24, 12, 12, -24, -9, 19, -58, -253, -112, -78, 
68, 29, -39, -48, 53, -4, 4, 34, -29, -244, -82, -53, 
63, 48, -14, -56, 39, 17, -9, 24, -43, -248, -97, -78, 
-9, 4, 14, 2, -12, 9, -4, 14, -53, -239, -92, -58, 
-43, -19, 24, 31, -34, 2, 4, 14, -68, -244, -112, -78, 
-29, -24, 4, 26, -17, -9, 0, 9, -63, -239, -102, -68, 
-19, -14, 4, 17, -12, -4, 4, 9, -68, -248, -102, -68, 
0, -4, -4, 2, 2, -4, 0, 9, -73, -268, -122, -82, 
-24, -34, -9, 29, -7, -21, 4, 14, -73, -263, -126, -73, 
-43, -48, -4, 46, -19, -26, -14, -4, -92, -292, -151, -117, 
-19, -48, -29, 34, 4, -39, -4, 9, -73, -278, -126, -97, 
-24, -48, -24, 36, 0, -36, -4, 14, -82, -292, -136, -97, 
-24, -53, -29, 39, 2, -41, -14, 4, -87, -292, -146, -112, 
-19, -39, -19, 29, 0, -29, -4, 14, -53, -258, -107, -82, 
-19, -29, -9, 24, -4, -19, -4, 19, -58, -268, -122, -87, 
-9, -29, -19, 19, 4, -24, 0, 14, -63, -253, -122, -73, 
-4, -29, -24, 17, 9, -26, -9, 0, -68, -258, -131, -87, 
0, -19, -19, 9, 9, -19, -19, 0, -73, -283, -141, -97, 
-19, -24, -4, 21, -7, -14, 0, 14, -63, -268, -126, -68, 
-4, -19, -14, 12, 4, -17, 0, 4, -68, -283, -136, -107, 
24, -19, -43, -2, 34, -31, 0, 14, -58, -268, -131, -92, 
19, -9, -29, -4, 24, -19, 0, 29, -43, -263, -117, -78, 
19, -14, -34, -2, 26, -24, -4, 9, -63, -283, -131, -87, 
-24, -43, -19, 34, -2, -31, 9, 19, -43, -253, -107, -68, 
-29, -34, -4, 31, -12, -19, 0, 19, -53, -239, -117, -97, 
-29, -29, 0, 29, -14, -14, 14, 24, -48, -229, -117, -73, 
-24, -24, 0, 24, -12, -12, 9, 19, -63, -244, -112, -82, 
14, -19, -34, 2, 24, -26, 9, 14, -58, -239, -122, -87, 
0, -43, -43, 21, 21, -43, 4, 19, -53, -234, -126, -82, 
-29, -48, -19, 39, -4, -34, -4, 4, -78, -258, -141, -107, 
-24, -39, -14, 31, -4, -26, 0, 19, -63, -253, -126, -92, 
-39, -39, 0, 39, -19, -19, 9, 24, -39, -234, -112, -73, 
-53, -43, 9, 48, -31, -17, 9, 19, -43, -234, -107, -68, 
-48, -53, -4, 51, -21, -29, 4, 0, -58, -239, -117, -87, 
-87, -92, -4, 90, -41, -48, -9, 0, -73, -248, -136, -97, 
-48, -68, -19, 58, -14, -43, -9, 0, -78, -253, -141, -107, 
-34, -63, -29, 48, -2, -46, -9, 0, -78, -248, -151, -117, 
-48, -73, -24, 61, -12, -48, -34, -24, -107, -273, -175, -136, 
-34, -48, -14, 41, -9, -31, -14, 4, -73, -253, -151, -117, 
-14, -29, -14, 21, 0, -21, 14, 34, -43, -244, -122, -92, 
-4, -19, -14, 12, 4, -17, 19, 39, -48, -244, -122, -87, 
-63, -87, -24, 75, -19, -56, 4, 24, -39, -248, -126, -87, 
-136, -141, -4, 139, -65, -73, 0, 4, -78, -263, -151, -112, 
-136, -141, -4, 139, -65, -73, -9, -4, -82, -273, -156, -122, 
-97, -107, -9, 102, -43, -58, -4, 4, -68, -273, -146, -107, 
39, 34, -4, -36, 21, 14, 4, 29, -43, -244, -117, -87, 
73, 63, -9, -68, 41, 26, 9, 29, -39, -234, -112, -78, 
29, 24, -4, -26, 17, 9, 0, 9, -58, -258, -131, -92, 
19, 4, -14, -12, 17, -4, -4, 9, -63, -268, -146, -102, 
-14, -34, -19, 24, 2, -26, 0, 9, -73, -283, -146, -107, 
-14, -29, -14, 21, 0, -21, 9, 24, -58, -258, -136, -92, 
-19, -43, -24, 31, 2, -34, 9, 24, -48, -268, -126, -82, 
4, -29, -34, 12, 19, -31, 0, 19, -48, -283, -126, -82, 
-14, -29, -14, 21, 0, -21, 14, 29, -39, -239, -117, -73, 
-87, -68, 19, 78, -53, -24, 14, 19, -39, -244, -117, -73, 
-48, -43, 4, 46, -26, -19, 4, 14, -53, -273, -141, -92, 
-34, -53, -19, 43, -7, -36, -4, 4, -73, -273, -146, -102, 
-39, -58, -19, 48, -9, -39, 0, 0, -82, -273, -151, -107, 
-24, -34, -9, 29, -7, -21, 0, 9, -63, -287, -146, -107, 
-19, -29, -9, 24, -4, -19, 4, 24, -58, -283, -126, -92, 
19, 0, -19, -9, 19, -9, 4, 39, -39, -258, -117, -73, 
-24, -29, -4, 26, -9, -17, 14, 34, -29, -253, -112, -73, 
-78, -78, 0, 78, -39, -39, 14, 14, -58, -263, -117, -87, 
-58, -78, -19, 68, -19, -48, 9, 29, -58, -253, -117, -82, 
-39, -43, -4, 41, -17, -24, 4, 19, -48, -263, -117, -78, 
4, -4, -9, 0, 7, -7, 4, 19, -53, -273, -122, -92, 
-24, -24, 0, 24, -12, -12, -4, 4, -68, -263, -141, -102, 
-53, -48, 4, 51, -29, -21, 0, 0, -78, -263, -141, -102, 
-24, -24, 0, 24, -12, -12, 0, 4, -73, -283, -141, -102, 
-39, -43, -4, 41, -17, -24, -4, 14, -78, -278, -131, -102, 
-34, -63, -29, 48, -2, -46, -14, 0, -82, -273, -141, -102, 
-82, -102, -19, 92, -31, -61, -4, 14, -78, -283, -131, -92, 
-97, -112, -14, 104, -41, -63, 9, 19, -73, -278, -136, -97, 
-68, -78, -9, 73, -29, -43, 9, 24, -63, -258, -122, -82, 
-29, -48, -19, 39, -4, -34, -4, 24, -53, -268, -117, -78, 
34, 9, -24, -21, 29, -7, -9, 19, -63, -278, -131, -92, 
58, 29, -29, -43, 43, 0, 0, 34, -48, -258, -122, -73, 
29, 9, -19, -19, 24, -4, 9, 24, -68, -268, -136, -92, 
-24, -34, -9, 29, -7, -21, 4, 0, -82, -287, -151, -112, 
-53, -53, 0, 53, -26, -26, 14, 14, -73, -278, -141, -107, 
0, -19, -19, 9, 9, -19, 9, 19, -58, -263, -122, -87, 
14, -24, -39, 4, 26, -31, -4, 9, -78, -292, -131, -97, 
29, 0, -29, -14, 29, -14, 14, 29, -68, -287, -136, -102, 
14, 0, -14, -7, 14, -7, 14, 24, -68, -273, -126, -92, 
-34, -39, -4, 36, -14, -21, 14, 29, -58, -263, -122, -87, 
-19, -39, -19, 29, 0, -29, 14, 39, -53, -258, -117, -73, 
-24, -29, -4, 26, -9, -17, 4, 29, -58, -244, -97, -68, 
-48, -58, -9, 53, -19, -34, 9, 34, -58, -253, -122, -82, 
-39, -73, -34, 56, -2, -53, -9, 14, -78, -283, -122, -87, 
-39, -68, -29, 53, -4, -48, -4, 19, -78, -283, -136, -102, 
-9, -53, -43, 31, 17, -48, -4, 24, -82, -292, -146, -102, 
9, -34, -43, 12, 26, -39, -4, 24, -68, -287, -122, -92, 
-19, -29, -9, 24, -4, -19, 0, 14, -78, -283, -136, -112, 
-53, -43, 9, 48, -31, -17, 0, 19, -87, -292, -141, -107, 
-78, -68, 9, 73, -43, -29, 9, 29, -68, -278, -136, -102, 
-97, -78, 19, 87, -58, -29, 4, 14, -78, -268, -141, -107, 
-97, -78, 19, 87, -58, -29, 4, 19, -68, -253, -112, -78, 
-82, -82, 0, 82, -41, -41, 4, 34, -73, -278, -126, -92, 
-58, -87, -29, 73, -14, -58, -9, 14, -82, -283, -126, -92, 
-24, -63, -39, 43, 7, -51, 0, 24, -73, -278, -122, -97, 
0, -43, -43, 21, 21, -43, -4, 9, -82, -297, -136, -107, 
34, -39, -73, 2, 53, -56, 0, 14, -73, -297, -131, -97, 
48, 4, -43, -26, 46, -19, 14, 29, -68, -302, -126, -92, 
14, -9, -24, -2, 19, -17, 19, 29, -53, -283, -112, -73, 
-19, -43, -24, 31, 2, -34, 24, 39, -53, -283, -122, -87, 
-34, -63, -29, 48, -2, -46, 24, 24, -68, -297, -131, -97, 
-68, -92, -24, 80, -21, -58, 9, 29, -73, -292, -122, -82, 
-102, -112, -9, 107, -46, -61, 14, 29, -82, -317, -136, -97, 
-58, -87, -29, 73, -14, -58, 9, 24, -73, -302, -117, -82, 
-29, -53, -24, 41, -2, -39, 9, 19, -68, -307, -131, -97, 
-19, -53, -34, 36, 7, -43, 4, 19, -78, -326, -141, -102, 
-4, -53, -48, 29, 21, -51, 0, 14, -82, -326, -146, -102, 
-53, -68, -14, 61, -19, -41, 14, 14, -82, -326, -151, -117, 
-29, -48, -19, 39, -4, -34, 14, 24, -68, -302, -117, -87, 
-43, -53, -9, 48, -17, -31, 9, 19, -73, -307, -141, -97, 
-92, -87, 4, 90, -48, -41, 9, 14, -87, -307, -156, -107, 
-78, -87, -9, 82, -34, -48, 14, 24, -63, -283, -126, -82, 
-39, -48, -9, 43, -14, -29, 19, 34, -58, -287, -117, -82, 
-9, -19, -9, 14, 0, -14, 4, 34, -43, -268, -97, -58, 
9, -14, -24, 2, 17, -19, 0, 39, -48, -268, -112, -78, 
-4, -34, -29, 19, 12, -31, 0, 14, -73, -297, -131, -97, 
-14, -48, -34, 31, 9, -41, -4, 9, -78, -292, -131, -97, 
4, -43, -48, 19, 26, -46, -4, 9, -82, -302, -146, -117, 
-9, -48, -39, 29, 14, -43, 0, 14, -78, -278, -136, -97, 
-19, -14, 4, 17, -12, -4, 29, 48, -43, -239, -107, -68, 
-14, 4, 19, 4, -17, 12, 29, 53, -34, -229, -97, -63, 
-24, -19, 4, 21, -14, -7, 19, 43, -34, -209, -92, -53, 
0, -9, -9, 4, 4, -9, 29, 58, -29, -219, -87, -58, 
0, 0, 0, 0, 0, 0, 19, 48, -24, -209, -87, -53, 
-14, -19, -4, 17, -4, -12, 4, 39, -34, -214, -102, -73, 
-14, -14, 0, 14, -7, -7, -9, 14, -48, -229, -107, -78, 
-14, -14, 0, 14, -7, -7, -4, 34, -24, -200, -92, -53, 
-39, -34, 4, 36, -21, -14, 0, 34, -14, -180, -78, -53, 
-34, -14, 19, 24, -26, 2, 4, 9, -19, -185, -82, -53, 
-48, -19, 29, 34, -39, 4, -19, 4, -39, -190, -87, -68, 
-53, -34, 19, 43, -36, -7, -14, 0, -48, -195, -107, -82, 
-39, -9, 29, 24, -34, 9, -4, 4, -43, -190, -117, -97, 
-19, 9, 29, 4, -24, 19, 0, 19, -9, -180, -87, -68, 
29, 58, 29, -43, 0, 43, -14, 9, -4, -185, -87, -58, 
-4, 48, 53, -21, -29, 51, -14, 14, 4, -175, -82, -58, 
4, 58, 53, -31, -24, 56, -9, 29, 24, -161, -63, -34, 
58, 102, 43, -80, 7, 73, 0, 29, 29, -170, -48, -29, 
34, 82, 48, -58, -7, 65, -14, 29, 19, -170, -53, -34, 
29, 82, 53, -56, -12, 68, -24, 19, 4, -165, -68, -43, 
34, 58, 24, -46, 4, 41, -19, 14, 0, -175, -68, -43, 
39, 53, 14, -46, 12, 34, -29, 9, -9, -190, -78, -48, 
39, 78, 39, -58, 0, 58, -48, -14, -19, -204, -97, -68, 
-4, 68, 73, -31, -39, 70, -53, -29, -14, -200, -92, -58, 
-19, 78, 97, -29, -58, 87, -63, -39, -29, -209, -102, -68, 
-39, 58, 97, -9, -68, 78, -58, -34, -34, -209, -97, -68, 
-43, 24, 68, 9, -56, 46, -73, -58, -58, -224, -102, -68, 
-58, 4, 63, 26, -61, 34, -92, -68, -82, -253, -122, -73, 
-87, -24, 63, 56, -75, 19, -87, -68, -82, -248, -117, -78, 
-63, 9, 73, 26, -68, 41, -82, -68, -82, -244, -112, -68, 
-19, 53, 73, -17, -46, 63, -63, -39, -63, -234, -92, -53, 
29, 82, 53, -56, -12, 68, -63, -34, -58, -229, -92, -63, 
39, 82, 43, -61, -2, 63, -58, -34, -68, -234, -107, -63, 
0, 34, 34, -17, -17, 34, -53, -24, -68, -234, -102, -68, 
24, 34, 9, -29, 7, 21, -48, -24, -73, -253, -107, -68, 
0, 14, 14, -7, -7, 14, -43, -19, -63, -244, -102, -63, 
4, 19, 14, -12, -4, 17, -48, 0, -43, -229, -78, -39, 
53, 53, 0, -53, 26, 26, -34, 14, -39, -229, -58, -24, 
39, 39, 0, -39, 19, 19, -34, 0, -39, -214, -73, -29, 
43, 39, -4, -41, 24, 17, -34, -4, -63, -234, -82, -43, 
0, 0, 0, 0, 0, 0, -39, -34, -107, -253, -117, -73, 
-58, -43, 14, 51, -36, -14, -53, -39, -131, -258, -131, -97, 
-78, -63, 14, 70, -46, -24, -58, -43, -136, -278, -156, -112, 
-82, -68, 14, 75, -48, -26, -34, -24, -112, -273, -141, -107, 
-29, -29, 0, 29, -14, -14, -14, 0, -97, -258, -117, -87, 
-9, -29, -19, 19, 4, -24, -4, 19, -78, -244, -107, -78, 
-39, -53, -14, 46, -12, -34, 4, 29, -78, -239, -102, -68, 
-63, -73, -9, 68, -26, -41, 0, 9, -82, -253, -122, -78, 
-92, -97, -4, 95, -43, -51, 4, 19, -82, -248, -117, -73, 
-63, -73, -9, 68, -26, -41, 4, 19, -92, -287, -126, -82, 
-19, -43, -24, 31, 2, -34, 14, 19, -107, -283, -136, -92, 
34, -4, -39, -14, 36, -21, 19, 43, -97, -283, -131, -92, 
63, 24, -39, -43, 51, -7, 29, 43, -102, -302, -131, -97, 
39, 0, -39, -19, 39, -19, 29, 43, -112, -292, -141, -102, 
24, -14, -39, -4, 31, -26, 19, 29, -122, -297, -156, -107, 
-9, -34, -24, 21, 7, -29, 24, 39, -102, -292, -131, -97, 
-4, -58, -53, 31, 24, -56, 24, 48, -97, -292, -122, -78, 
24, -53, -78, 14, 51, -65, 19, 34, -107, -292, -136, -92, 
-19, -68, -48, 43, 14, -58, 19, 24, -112, -302, -151, -122, 
-29, -53, -24, 41, -2, -39, 24, 19, -117, -312, -151, -117, 
-43, -63, -19, 53, -12, -41, 29, 34, -112, -292, -141, -107, 
-78, -73, 4, 75, -41, -34, 29, 34, -97, -287, -141, -102, 
-58, -68, -9, 63, -24, -39, 19, 34, -107, -292, -131, -97, 
-58, -78, -19, 68, -19, -48, 19, 43, -92, -278, -126, -97, 
-53, -92, -39, 73, -7, -65, 14, 34, -97, -287, -122, -82, 
-39, -97, -58, 68, 9, -78, 14, 43, -87, -297, -126, -92, 
-19, -78, -58, 48, 19, -68, 24, 53, -73, -278, -107, -82, 
-34, -78, -43, 56, 4, -61, 43, 43, -68, -268, -122, -92, 
-34, -78, -43, 56, 4, -61, 43, 58, -43, -263, -131, -117, 
-24, -63, -39, 43, 7, -51, 73, 78, 9, -248, -131, -112, 
-68, -102, -34, 85, -17, -68, 82, 82, 43, -209, -165, -146, 
-112, -126, -14, 119, -48, -70, 92, 97, 92, -190, -165, -151, 
-126, -136, -9, 131, -58, -73, 92, 102, 146, -180, -165, -151, 
-136, -102, 34, 119, -85, -34, 82, 107, 234, -73, -112, -131, 
-73, 24, 97, 24, -85, 61, 73, 107, 356, 39, -29, -58, 
-9, 117, 126, -53, -68, 122, 73, 141, 517, 151, 68, -4, 
19, 195, 175, -107, -78, 185, 63, 146, 644, 302, 165, 63, 
-24, 224, 248, -100, -136, 236, 29, 107, 727, 429, 239, 112, 
-9, 263, 273, -126, -141, 268, 0, 126, 878, 610, 419, 234, 
107, 380, 273, -244, -82, 326, -43, 131, 1044, 858, 702, 488, 
180, 502, 322, -341, -70, 412, -122, 87, 1093, 1083, 951, 702, 
253, 649, 395, -451, -70, 522, -224, -4, 976, 1180, 1132, 897, 
273, 746, 473, -509, -100, 610, -331, -165, 697, 1210, 1254, 1039, 
278, 868, 590, -573, -156, 729, -458, -346, 297, 1220, 1356, 1137, 
317, 1000, 683, -658, -183, 841, -590, -512, -141, 1146, 1420, 1234, 
317, 1015, 697, -666, -190, 856, -668, -619, -595, 1029, 1439, 1259, 
326, 922, 595, -624, -134, 758, -653, -619, -1073, 863, 1405, 1239, 
302, 761, 458, -531, -78, 610, -580, -561, -1429, 649, 1259, 1132, 
263, 561, 297, -412, -17, 429, -488, -488, -1615, 414, 1024, 932, 
224, 434, 209, -329, 7, 322, -424, -458, -1761, 170, 771, 722, 
112, 322, 209, -217, -48, 265, -380, -444, -1932, -126, 448, 448, 
34, 234, 200, -134, -82, 217, -326, -414, -2093, -522, 78, 165, 
-9, 97, 107, -43, -58, 102, -229, -312, -2137, -893, -297, -112, 
-58, -24, 34, 41, -46, 4, -175, -258, -2093, -1180, -653, -419, 
-87, -63, 24, 75, -56, -19, -185, -278, -2054, -1385, -888, -605, 
-141, -107, 34, 124, -87, -36, -195, -287, -1927, -1473, -990, -688, 
-146, -136, 9, 141, -78, -63, -190, -263, -1698, -1385, -936, -653, 
-122, -126, -4, 124, -58, -65, -190, -248, -1454, -1190, -775, -546, 
-87, -117, -29, 102, -29, -73, -180, -219, -1224, -990, -639, -468, 
-9, -19, -9, 14, 0, -14, -185, -209, -1019, -824, -512, -370, 
-9, 39, 48, -14, -29, 43, -185, -219, -829, -668, -419, -307, 
-14, 68, 82, -26, -48, 75, -185, -204, -678, -551, -346, -248, 
-9, 78, 87, -34, -48, 82, -175, -180, -536, -453, -273, -190, 
-19, 63, 82, -21, -51, 73, -117, -107, -380, -322, -195, -146, 
0, 58, 58, -29, -29, 58, -73, -53, -263, -244, -131, -78, 
0, 34, 34, -17, -17, 34, -53, -19, -180, -200, -107, -78, 
4, 34, 29, -19, -12, 31, -29, -4, -126, -156, -92, -68, 
-14, 9, 24, 2, -19, 17, -19, -4, -112, -156, -112, -82, 
-58, -24, 34, 41, -46, 4, 4, 24, -58, -122, -73, -63, 
-24, -4, 19, 14, -21, 7, 9, 29, -29, -107, -78, -73, 
-43, -39, 4, 41, -24, -17, 9, 34, -9, -82, -68, -58, 
-58, -53, 4, 56, -31, -24, 24, 39, -4, -68, -73, -78, 
-58, -68, -9, 63, -24, -39, 14, 29, 0, -73, -87, -87, 
-63, -97, -34, 80, -14, -65, 19, 29, 9, -43, -97, -82, 
-58, -87, -29, 73, -14, -58, 14, 29, 4, -43, -117, -112, 
-87, -102, -14, 95, -36, -58, 29, 43, 34, -4, -97, -92, 
-19, -43, -24, 31, 2, -34, 39, 58, 63, 29, -73, -82, 
14, -14, -29, 0, 21, -21, 48, 82, 87, 58, -48, -63, 
-39, -53, -14, 46, -12, -34, 39, 78, 87, 73, -43, -53, 
-29, -58, -29, 43, 0, -43, 24, 58, 82, 63, -53, -63, 
-29, -48, -19, 39, -4, -34, 29, 73, 97, 73, -29, -39, 
9, 0, -9, -4, 9, -4, 29, 73, 122, 73, -29, -34, 
29, 9, -19, -19, 24, -4, 29, 78, 126, 53, -29, -29, 
4, -14, -19, 4, 12, -17, 39, 78, 131, 53, -34, -24, 
19, -9, -29, -4, 24, -19, 24, 68, 107, 19, -68, -58, 
9, -29, -39, 9, 24, -34, 34, 78, 117, 9, -58, -43, 
19, -19, -39, 0, 29, -29, 34, 73, 122, 9, -53, -48, 
-9, -39, -29, 24, 9, -34, 29, 73, 126, 4, -53, -48, 
-48, -68, -19, 58, -14, -43, 29, 82, 126, 9, -39, -34, 
-14, -58, -43, 36, 14, -51, 24, 68, 136, 0, -43, -48, 
-34, -73, -39, 53, 2, -56, 9, 58, 131, 4, -29, -34, 
-48, -58, -9, 53, -19, -34, 14, 68, 141, -19, -53, -48, 
-24, -39, -14, 31, -4, -26, 19, 73, 151, -29, -39, -39, 
-39, -53, -14, 46, -12, -34, 19, 68, 151, -43, -48, -34, 
-24, -43, -19, 34, -2, -31, 19, 68, 156, -53, -58, -48, 
0, -24, -24, 12, 12, -24, 34, 92, 195, -19, -4, 0, 
9, 4, -4, -7, 7, 0, 48, 97, 195, -29, -9, 0, 
-9, -34, -24, 21, 7, -29, 39, 82, 185, -39, -24, -14, 
-14, -43, -29, 29, 7, -36, 48, 92, 195, -19, -4, 9, 
4, -24, -29, 9, 17, -26, 39, 87, 195, -19, -14, -4, 
-48, -58, -9, 53, -19, -34, 39, 87, 195, -9, 0, 14, 
-53, -34, 19, 43, -36, -7, 39, 78, 200, 0, -9, -4, 
-39, -24, 14, 31, -26, -4, 29, 73, 214, 9, 0, 4, 
-19, -14, 4, 17, -12, -4, 39, 87, 234, 19, 4, 14, 
24, -14, -39, -4, 31, -26, 29, 78, 209, -4, -19, -24, 
-4, -39, -34, 21, 14, -36, 48, 97, 229, 0, 4, 9, 
-24, -43, -19, 34, -2, -31, 43, 87, 214, -14, -9, -9, 
-24, -43, -19, 34, -2, -31, 24, 87, 224, -4, 4, 0, 
-43, -24, 19, 34, -31, -2, 34, 102, 244, 34, 34, 29, 
-58, -53, 4, 56, -31, -24, 24, 73, 219, 4, 4, -9, 
-53, -68, -14, 61, -19, -41, 39, 97, 244, 19, 34, 14, 
0, -19, -19, 9, 9, -19, 39, 107, 258, 39, 43, 19, 
19, 0, -19, -9, 19, -9, 39, 107, 263, 53, 58, 29, 
24, 9, -14, -17, 19, -2, 43, 117, 287, 68, 58, 39, 
29, 14, -14, -21, 21, 0, 39, 97, 268, 43, 29, 0, 
4, -9, -14, 2, 9, -12, 39, 87, 283, 63, 39, 19, 
43, 24, -19, -34, 31, 2, 48, 112, 292, 78, 48, 24, 
29, 14, -14, -21, 21, 0, 48, 122, 307, 78, 68, 39, 
9, 4, -4, -7, 7, 0, 43, 117, 302, 87, 58, 29, 
9, -9, -19, 0, 14, -14, 34, 97, 297, 92, 73, 34, 
4, 4, 0, -4, 2, 2, 34, 107, 312, 102, 78, 48, 
9, 9, 0, -9, 4, 4, 24, 97, 317, 112, 73, 39, 
9, 4, -4, -7, 7, 0, 48, 126, 346, 141, 97, 53, 
19, 9, -9, -14, 14, 0, 43, 122, 341, 126, 73, 43, 
0, -24, -24, 12, 12, -24, 34, 97, 326, 102, 63, 24, 
-48, -68, -19, 58, -14, -43, 24, 92, 322, 102, 39, 19, 
-68, -78, -9, 73, -29, -43, 29, 82, 326, 97, 39, 14, 
-29, -58, -29, 43, 0, -43, 34, 107, 351, 131, 82, 39, 
39, -4, -43, -17, 41, -24, 29, 126, 375, 165, 97, 73, 
43, 19, -24, -31, 34, -2, 34, 131, 400, 200, 136, 102, 
24, 19, -4, -21, 14, 7, 24, 112, 400, 209, 131, 102, 
14, 19, 4, -17, 4, 12, 19, 112, 400, 209, 131, 97, 
39, 24, -14, -31, 26, 4, 34, 141, 429, 244, 156, 117, 
68, 39, -29, -53, 48, 4, 29, 136, 434, 229, 136, 102, 
48, 24, -24, -36, 36, 0, 24, 122, 424, 224, 131, 92, 
53, 24, -29, -39, 41, -2, 34, 131, 439, 224, 131, 92, 
48, 53, 4, -51, 21, 29, 39, 126, 453, 234, 141, 102, 
9, 39, 29, -24, -9, 34, 48, 141, 488, 292, 185, 141, 
0, 24, 24, -12, -12, 24, 48, 146, 488, 297, 185, 136, 
9, 14, 4, -12, 2, 9, 39, 141, 492, 307, 195, 146, 
14, 9, -4, -12, 9, 2, 34, 136, 512, 326, 204, 151, 
0, 0, 0, 0, 0, 0, 14, 126, 507, 326, 195, 136, 
-14, -19, -4, 17, -4, -12, 24, 126, 527, 341, 214, 146, 
-4, -19, -14, 12, 4, -17, 24, 131, 536, 336, 195, 131, 
-14, -19, -4, 17, -4, -12, 24, 122, 541, 346, 209, 131, 
39, 9, -29, -24, 34, -9, 24, 146, 575, 346, 224, 136, 
87, 53, -34, -70, 61, 9, 39, 161, 605, 356, 234, 156, 
58, 48, -9, -53, 34, 19, 39, 161, 629, 395, 273, 180, 
19, 29, 9, -24, 4, 19, 29, 141, 639, 395, 263, 180, 
-29, 4, 34, 12, -31, 19, 24, 136, 644, 409, 283, 190, 
-34, 0, 34, 17, -34, 17, 29, 141, 673, 424, 297, 204, 
-19, -9, 9, 14, -14, 0, 19, 136, 688, 434, 297, 204, 
24, 14, -9, -19, 17, 2, 29, 146, 712, 468, 331, 224, 
53, 48, -4, -51, 29, 21, 34, 151, 732, 473, 331, 224, 
48, 68, 19, -58, 14, 43, 39, 161, 751, 507, 361, 244, 
53, 68, 14, -61, 19, 41, 43, 170, 780, 517, 375, 263, 
87, 92, 4, -90, 41, 48, 39, 170, 805, 531, 390, 278, 
107, 122, 14, -114, 46, 68, 63, 185, 849, 585, 448, 312, 
87, 107, 19, -97, 34, 63, 48, 175, 844, 585, 434, 312, 
63, 87, 24, -75, 19, 56, 29, 165, 858, 605, 448, 331, 
92, 112, 19, -102, 36, 65, 48, 200, 902, 629, 483, 356, 
102, 122, 19, -112, 41, 70, 24, 170, 893, 624, 473, 351, 
58, 107, 48, -82, 4, 78, 24, 161, 907, 653, 497, 356, 
