I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
73, 126, 53, -100, 9, 90, 122, 112, 834, 795, 610, 453, 
112, 146, 34, -129, 39, 90, 126, 117, 858, 829, 634, 473, 
170, 185, 14, -178, 78, 100, 136, 126, 863, 839, 649, 483, 
165, 190, 24, -178, 70, 107, 126, 126, 868, 849, 658, 483, 
175, 200, 24, -187, 75, 112, 126, 117, 873, 854, 658, 497, 
146, 190, 43, -168, 51, 117, 117, 112, 888, 878, 673, 502, 
117, 165, 48, -141, 34, 107, 126, 122, 888, 888, 688, 507, 
136, 175, 39, -156, 48, 107, 131, 117, 902, 902, 702, 527, 
126, 175, 48, -151, 39, 112, 112, 112, 893, 922, 717, 541, 
131, 200, 68, -165, 31, 134, 126, 107, 878, 922, 722, 541, 
146, 200, 53, -173, 46, 126, 117, 102, 858, 912, 712, 541, 
131, 200, 68, -165, 31, 134, 107, 92, 854, 912, 707, 527, 
146, 214, 68, -180, 39, 141, 82, 63, 829, 907, 702, 531, 
141, 190, 48, -165, 46, 119, 78, 73, 814, 888, 697, 517, 
141, 185, 43, -163, 48, 114, 82, 68, 795, 868, 688, 517, 
117, 170, 53, -143, 31, 112, 73, 53, 771, 863, 683, 517, 
117, 165, 48, -141, 34, 107, 78, 53, 746, 844, 683, 517, 
161, 204, 43, -183, 58, 124, 87, 63, 732, 824, 688, 517, 
126, 190, 63, -158, 31, 126, 97, 58, 707, 810, 673, 517, 
87, 180, 92, -134, -2, 136, 73, 34, 634, 761, 624, 488, 
107, 175, 68, -141, 19, 122, 58, 29, 595, 722, 605, 463, 
117, 190, 73, -153, 21, 131, 68, 24, 561, 697, 575, 444, 
117, 190, 73, -153, 21, 131, 58, 4, 497, 653, 531, 409, 
97, 175, 78, -136, 9, 126, 58, 9, 473, 610, 497, 380, 
97, 170, 73, -134, 12, 122, 58, -14, 424, 561, 458, 361, 
97, 170, 73, -134, 12, 122, 58, -9, 409, 531, 439, 346, 
92, 156, 63, -124, 14, 109, 68, 0, 375, 488, 409, 322, 
82, 146, 63, -114, 9, 104, 78, 4, 326, 439, 375, 302, 
58, 102, 43, -80, 7, 73, 78, -4, 292, 400, 336, 273, 
39, 97, 58, -68, -9, 78, 68, -24, 234, 351, 287, 234, 
24, 82, 58, -53, -17, 70, 73, -34, 195, 307, 253, 200, 
19, 68, 48, -43, -14, 58, 82, -29, 175, 273, 224, 180, 
19, 39, 19, -29, 0, 29, 78, -24, 141, 234, 190, 156, 
-24, 4, 29, 9, -26, 17, 78, -34, 112, 190, 151, 117, 
-34, 9, 43, 12, -39, 26, 87, -43, 78, 151, 112, 92, 
-24, 9, 34, 7, -29, 21, 102, -4, 82, 141, 107, 87, 
53, 58, 4, -56, 24, 31, 97, 14, 87, 131, 112, 97, 
102, 82, -19, -92, 61, 31, 97, 9, 63, 117, 97, 87, 
39, 19, -19, -29, 29, 0, 107, 4, 34, 87, 58, 58, 
-19, 4, 24, 7, -21, 14, 112, -14, 0, 73, 34, 24, 
-43, 0, 43, 21, -43, 21, 112, -24, -19, 58, 9, 9, 
-34, -9, 24, 21, -29, 7, 122, -19, -24, 43, -4, -14, 
19, 14, -4, -17, 12, 4, 117, -19, -48, 29, -24, -14, 
29, 24, -4, -26, 17, 9, 126, -9, -34, 29, -14, -9, 
14, 29, 14, -21, 0, 21, 136, -4, -34, 19, -24, -14, 
-14, -19, -4, 17, -4, -12, 146, 14, -34, 19, -24, -24, 
-43, -53, -9, 48, -17, -31, 146, 0, -58, 9, -48, -48, 
-53, -63, -9, 58, -21, -36, 131, -9, -82, -24, -82, -73, 
-58, -87, -29, 73, -14, -58, 136, -14, -92, -29, -78, -68, 
-43, -53, -9, 48, -17, -31, 146, -4, -82, -9, -68, -58, 
-24, -39, -14, 31, -4, -26, 151, -4, -82, -4, -48, -43, 
-9, -39, -29, 24, 9, -34, 151, 14, -73, 0, -43, -39, 
4, -34, -39, 14, 21, -36, 146, 4, -87, -14, -68, -48, 
-48, -82, -34, 65, -7, -58, 151, -4, -102, -48, -73, -63, 
-48, -73, -24, 61, -12, -48, 146, -4, -97, -48, -87, -68, 
-53, -68, -14, 61, -19, -41, 146, 9, -92, -34, -87, -63, 
-4, -24, -19, 14, 7, -21, 161, 19, -78, -39, -73, -58, 
34, 0, -34, -17, 34, -17, 151, 4, -87, -63, -97, -78, 
-29, -68, -39, 48, 4, -53, 146, -4, -107, -63, -107, -82, 
-43, -78, -34, 61, -4, -56, 141, -4, -112, -78, -112, -82, 
-9, -48, -39, 29, 14, -43, 151, 0, -102, -73, -87, -73, 
-4, -39, -34, 21, 14, -36, 156, 14, -97, -68, -78, -58, 
-29, -53, -24, 41, -2, -39, 136, -9, -112, -97, -102, -68, 
-73, -92, -19, 82, -26, -56, 131, -4, -102, -102, -97, -73, 
-34, -43, -9, 39, -12, -26, 156, 19, -82, -117, -92, -63, 
-4, -34, -29, 19, 12, -31, 161, 14, -78, -112, -92, -73, 
-9, -43, -34, 26, 12, -39, 156, 19, -78, -122, -97, -78, 
4, -14, -19, 4, 12, -17, 146, 14, -78, -136, -97, -82, 
-9, -53, -43, 31, 17, -48, 146, 9, -87, -141, -92, -82, 
9, -34, -43, 12, 26, -39, 136, 9, -82, -161, -97, -82, 
-4, -48, -43, 26, 19, -46, 151, 9, -78, -146, -82, -73, 
-9, -53, -43, 31, 17, -48, 146, 9, -78, -131, -78, -63, 
-9, -48, -39, 29, 14, -43, 131, -9, -82, -141, -87, -73, 
-53, -78, -24, 65, -14, -51, 126, 0, -82, -151, -92, -78, 
-48, -78, -29, 63, -9, -53, 131, 9, -82, -170, -102, -87, 
-29, -58, -29, 43, 0, -43, 146, 4, -73, -185, -107, -97, 
-4, -39, -34, 21, 14, -36, 156, 24, -58, -185, -97, -78, 
9, -24, -34, 7, 21, -29, 151, 24, -63, -190, -92, -82, 
-14, -63, -48, 39, 17, -56, 141, 4, -68, -190, -92, -82, 
-24, -68, -43, 46, 9, -56, 136, 4, -73, -204, -102, -87, 
-39, -78, -39, 58, 0, -58, 136, 0, -68, -180, -92, -78, 
-48, -82, -34, 65, -7, -58, 136, 9, -58, -161, -78, -63, 
-43, -48, -4, 46, -19, -26, 136, 4, -63, -161, -82, -68, 
-9, -29, -19, 19, 4, -24, 122, 14, -39, -141, -58, -53, 
24, -24, -48, 0, 36, -36, 117, 9, -53, -151, -82, -73, 
-14, -78, -63, 46, 24, -70, 117, -4, -73, -151, -102, -92, 
-68, -122, -53, 95, -7, -87, 117, -9, -73, -156, -112, -97, 
-82, -122, -39, 102, -21, -80, 112, -14, -78, -170, -112, -112, 
-53, -78, -24, 65, -14, -51, 131, 0, -43, -136, -78, -78, 
-4, -48, -43, 26, 19, -46, 131, 14, -43, -122, -68, -63, 
-43, -53, -9, 48, -17, -31, 122, 0, -48, -112, -68, -68, 
-58, -73, -14, 65, -21, -43, 126, 0, -39, -87, -58, -58, 
-43, -63, -19, 53, -12, -41, 122, -4, -53, -92, -68, -68, 
-29, -43, -14, 36, -7, -29, 117, 19, -29, -68, -53, -48, 
9, -9, -19, 0, 14, -14, 122, 4, -24, -87, -68, -63, 
-34, -39, -4, 36, -14, -21, 112, -4, -29, -97, -78, -78, 
-73, -87, -14, 80, -29, -51, 122, -19, -48, -97, -92, -92, 
-73, -87, -14, 80, -29, -51, 126, -9, -39, -82, -78, -73, 
-68, -78, -9, 73, -29, -43, 131, 4, -39, -68, -58, -53, 
-68, -73, -4, 70, -31, -39, 117, -14, -48, -68, -68, -63, 
-39, -63, -24, 51, -7, -43, 112, -19, -53, -73, -68, -68, 
9, -24, -34, 7, 21, -29, 112, -4, -39, -68, -53, -53, 
53, 4, -48, -29, 51, -21, 107, 0, -39, -58, -53, -48, 
58, 4, -53, -31, 56, -24, 112, 14, -24, -58, -48, -48, 
39, 0, -39, -19, 39, -19, 102, 0, -34, -58, -58, -48, 
0, -14, -14, 7, 7, -14, 112, 0, -29, -63, -58, -53, 
-24, -9, 14, 17, -19, 2, 122, 14, -24, -39, -48, -39, 
-14, -19, -4, 17, -4, -12, 117, 0, -24, -43, -43, -34, 
-9, -14, -4, 12, -2, -9, 102, 4, -39, -63, -48, -39, 
4, -19, -24, 7, 14, -21, 117, 9, -24, -43, -34, -29, 
0, -39, -39, 19, 19, -39, 97, -4, -48, -58, -53, -43, 
0, -29, -29, 14, 14, -29, 82, -9, -63, -58, -58, -39, 
4, -39, -43, 17, 24, -41, 87, -19, -68, -58, -63, -53, 
-14, -58, -43, 36, 14, -51, 78, -29, -73, -63, -73, -58, 
0, -53, -53, 26, 26, -53, 68, -19, -53, -58, -63, -48, 
24, -24, -48, 0, 36, -36, 92, -4, -48, -63, -53, -48, 
19, -9, -29, -4, 24, -19, 102, 0, -34, -43, -48, -34, 
-4, -19, -14, 12, 4, -17, 92, -14, -34, -48, -39, -39, 
-29, -29, 0, 29, -14, -14, 107, -9, -43, -43, -43, -39, 
-14, -14, 0, 14, -7, -7, 97, -4, -43, -34, -43, -39, 
9, -9, -19, 0, 14, -14, 82, -9, -63, -53, -48, -48, 
34, -14, -48, -9, 41, -31, 82, -14, -68, -63, -68, -48, 
19, -29, -48, 4, 34, -39, 63, -29, -92, -73, -87, -73, 
-4, -24, -19, 14, 7, -21, 63, -39, -78, -73, -82, -63, 
4, -19, -24, 7, 14, -21, 68, -34, -73, -73, -82, -53, 
-24, -43, -19, 34, -2, -31, 82, -14, -82, -78, -87, -78, 
-29, -43, -14, 36, -7, -29, 97, -14, -63, -68, -73, -68, 
-19, -29, -9, 24, -4, -19, 102, -9, -53, -78, -68, -48, 
-43, -29, 14, 36, -29, -7, 102, -9, -63, -78, -73, -53, 
-53, -29, 24, 41, -39, -2, 92, -14, -58, -73, -73, -53, 
-43, -34, 9, 39, -26, -12, 87, -19, -73, -78, -73, -58, 
-43, -48, -4, 46, -19, -26, 73, -29, -87, -107, -97, -73, 
-48, -63, -14, 56, -17, -39, 63, -39, -102, -112, -112, -87, 
-19, -39, -19, 29, 0, -29, 58, -43, -107, -102, -97, -82, 
-4, -34, -29, 19, 12, -31, 73, -9, -78, -97, -87, -73, 
-24, -48, -24, 36, 0, -36, 82, -19, -82, -102, -97, -78, 
-53, -78, -24, 65, -14, -51, 78, -34, -92, -117, -107, -92, 
-78, -92, -14, 85, -31, -53, 87, -24, -97, -131, -107, -92, 
-82, -97, -14, 90, -34, -56, 82, -34, -102, -126, -97, -82, 
-97, -112, -14, 104, -41, -63, 73, -39, -102, -151, -102, -87, 
-82, -117, -34, 100, -24, -75, 63, -43, -117, -156, -122, -97, 
-43, -87, -43, 65, 0, -65, 82, -19, -102, -161, -122, -92, 
19, -14, -34, -2, 26, -24, 92, 0, -78, -146, -87, -68, 
78, 34, -43, -56, 61, -4, 92, 0, -68, -131, -73, -53, 
43, 19, -24, -31, 34, -2, 87, -4, -87, -146, -92, -58, 
9, -19, -29, 4, 19, -24, 78, -19, -97, -161, -102, -82, 
9, -29, -39, 9, 24, -34, 87, -14, -87, -161, -97, -73, 
-29, -78, -48, 53, 9, -63, 78, -24, -107, -190, -117, -92, 
-39, -87, -48, 63, 4, -68, 63, -43, -131, -195, -136, -107, 
-29, -68, -39, 48, 4, -53, 63, -34, -117, -185, -117, -92, 
4, -34, -39, 14, 21, -36, 68, -24, -92, -170, -102, -78, 
24, 0, -24, -12, 24, -12, 97, -4, -82, -156, -92, -63, 
-19, -43, -24, 31, 2, -34, 92, -14, -92, -161, -102, -68, 
-53, -78, -24, 65, -14, -51, 73, -24, -107, -180, -126, -87, 
-48, -82, -34, 65, -7, -58, 78, -19, -107, -180, -122, -78, 
-58, -92, -34, 75, -12, -63, 73, -9, -102, -180, -117, -92, 
9, -48, -58, 19, 34, -53, 73, -9, -92, -175, -107, -78, 
58, -4, -63, -26, 61, -34, 78, 9, -68, -165, -87, -68, 
39, 0, -39, -19, 39, -19, 87, -9, -78, -156, -97, -73, 
9, -29, -39, 9, 24, -34, 73, -19, -102, -165, -117, -82, 
-19, -58, -39, 39, 9, -48, 58, -24, -107, -180, -122, -92, 
-4, -39, -34, 21, 14, -36, 63, -29, -97, -161, -107, -78, 
-29, -58, -29, 43, 0, -43, 68, -9, -87, -151, -92, -73, 
-48, -63, -14, 56, -17, -39, 53, -19, -107, -165, -112, -87, 
-39, -68, -29, 53, -4, -48, 58, -24, -112, -190, -117, -82, 
-58, -97, -39, 78, -9, -68, 53, -34, -112, -204, -126, -107, 
-48, -87, -39, 68, -4, -63, 48, -43, -126, -204, -131, -102, 
-14, -68, -53, 41, 19, -61, 43, -29, -112, -209, -126, -107, 
-14, -63, -48, 39, 17, -56, 48, -39, -117, -214, -136, -107, 
4, -48, -53, 21, 29, -51, 58, -19, -102, -204, -112, -87, 
4, -39, -43, 17, 24, -41, 63, -9, -87, -195, -107, -82, 
-14, -53, -39, 34, 12, -46, 63, -19, -107, -185, -112, -87, 
-39, -58, -19, 48, -9, -39, 63, -24, -92, -180, -112, -87, 
-19, -48, -29, 34, 4, -39, 58, -29, -97, -175, -117, -87, 
-19, -78, -58, 48, 19, -68, 53, -29, -107, -180, -126, -92, 
-24, -122, -97, 73, 36, -109, 58, -34, -126, -204, -151, -112, 
-4, -87, -82, 46, 39, -85, 53, -39, -117, -195, -146, -112, 
-29, -78, -48, 53, 9, -63, 53, -29, -112, -190, -126, -112, 
-39, -87, -48, 63, 4, -68, 53, -29, -112, -180, -131, -112, 
-39, -82, -43, 61, 2, -63, 48, -43, -126, -190, -131, -112, 
-82, -117, -34, 100, -24, -75, 53, -48, -136, -195, -151, -126, 
-53, -92, -39, 73, -7, -65, 53, -34, -117, -165, -126, -102, 
-19, -78, -58, 48, 19, -68, 53, -39, -107, -151, -122, -102, 
-19, -68, -48, 43, 14, -58, 73, -24, -97, -146, -122, -92, 
14, -34, -48, 9, 31, -41, 73, -19, -87, -141, -107, -78, 
29, -34, -63, 2, 46, -48, 78, -24, -78, -141, -112, -82, 
14, -43, -58, 14, 36, -51, 82, -19, -87, -136, -107, -82, 
-9, -68, -58, 39, 24, -63, 82, -14, -97, -136, -117, -87, 
0, -58, -58, 29, 29, -58, 73, -19, -97, -146, -122, -87, 
-14, -63, -48, 39, 17, -56, 73, -29, -112, -136, -122, -92, 
-58, -97, -39, 78, -9, -68, 58, -43, -126, -156, -141, -112, 
-43, -92, -48, 68, 2, -70, 53, -43, -122, -146, -131, -102, 
-29, -68, -39, 48, 4, -53, 63, -34, -112, -146, -131, -102, 
-9, -58, -48, 34, 19, -53, 53, -29, -102, -141, -131, -97, 
-4, -53, -48, 29, 21, -51, 63, -29, -87, -122, -122, -87, 
-14, -48, -34, 31, 9, -41, 73, -24, -82, -122, -112, -82, 
19, -19, -39, 0, 29, -29, 63, -29, -92, -126, -117, -82, 
9, -48, -58, 19, 34, -53, 58, -34, -102, -136, -146, -107, 
-4, -63, -58, 34, 26, -61, 53, -48, -117, -151, -151, -112, 
-34, -68, -34, 51, 0, -51, 73, -29, -107, -126, -131, -107, 
-102, -126, -24, 114, -39, -75, 58, -53, -126, -146, -151, -112, 
-112, -151, -39, 131, -36, -95, 34, -68, -146, -170, -165, -136, 
-82, -141, -58, 112, -12, -100, 48, -58, -126, -156, -161, -126, 
4, -87, -92, 41, 48, -90, 43, -39, -117, -165, -141, -112, 
68, -4, -73, -31, 70, -39, 58, -29, -97, -146, -126, -102, 
14, -19, -34, 2, 24, -26, 68, -43, -102, -151, -136, -102, 
-4, -29, -24, 17, 9, -26, 68, -48, -117, -156, -131, -112, 
19, 4, -14, -12, 17, -4, 87, -9, -68, -122, -92, -73, 
29, 4, -24, -17, 26, -9, 92, -14, -73, -126, -102, -73, 
-4, -9, -4, 7, 0, -7, 107, -4, -78, -102, -102, -73, 
-19, -34, -14, 26, -2, -24, 97, -14, -73, -112, -97, -68, 
-9, -43, -34, 26, 12, -39, 73, -19, -97, -126, -112, -78, 
-29, -48, -19, 39, -4, -34, 82, -9, -82, -107, -107, -68, 
-19, -68, -48, 43, 14, -58, 58, -34, -117, -141, -131, -92, 
-24, -68, -43, 46, 9, -56, 43, -53, -151, -165, -156, -131, 
-43, -92, -48, 68, 2, -70, 34, -63, -136, -170, -161, -126, 
-48, -87, -39, 68, -4, -63, 43, -53, -151, -170, -170, -146, 
-82, -107, -24, 95, -29, -65, 53, -48, -136, -156, -161, -126, 
-87, -122, -34, 104, -26, -78, 43, -58, -141, -165, -161, -141, 
-73, -97, -24, 85, -24, -61, 58, -48, -141, -136, -146, -126, 
-87, -97, -9, 92, -39, -53, 53, -43, -122, -117, -131, -107, 
-58, -97, -39, 78, -9, -68, 48, -43, -131, -117, -141, -117, 
-43, -92, -48, 68, 2, -70, 53, -29, -122, -107, -136, -102, 
-14, -78, -63, 46, 24, -70, 34, -43, -131, -131, -141, -112, 
-9, -63, -53, 36, 21, -58, 48, -29, -126, -117, -126, -102, 
9, -58, -68, 24, 39, -63, 48, -34, -97, -102, -122, -92, 
43, -29, -73, -7, 58, -51, 53, -39, -107, -112, -122, -97, 
14, -48, -63, 17, 39, -56, 58, -39, -97, -107, -122, -92, 
14, -48, -63, 17, 39, -56, 58, -29, -112, -117, -131, -112, 
-9, -48, -39, 29, 14, -43, 68, -19, -102, -97, -117, -92, 
-58, -82, -24, 70, -17, -53, 63, -24, -107, -102, -122, -87, 
-43, -78, -34, 61, -4, -56, 68, -34, -136, -102, -126, -102, 
-34, -73, -39, 53, 2, -56, 53, -34, -126, -107, -131, -107, 
-4, -58, -53, 31, 24, -56, 34, -34, -126, -112, -122, -102, 
9, -53, -63, 21, 36, -58, 48, -34, -131, -126, -136, -107, 
-14, -82, -68, 48, 26, -75, 34, -48, -141, -146, -151, -122, 
-14, -92, -78, 53, 31, -85, 34, -53, -156, -156, -151, -126, 
-53, -112, -58, 82, 2, -85, 43, -39, -146, -151, -151, -117, 
-73, -131, -58, 102, -7, -95, 34, -53, -151, -156, -156, -131, 
-58, -92, -34, 75, -12, -63, 58, -39, -131, -136, -136, -107, 
-24, -63, -39, 43, 7, -51, 78, -9, -102, -112, -102, -78, 
-14, -63, -48, 39, 17, -56, 73, -24, -112, -112, -107, -82, 
-39, -78, -39, 58, 0, -58, 58, -34, -122, -141, -126, -92, 
-43, -102, -58, 73, 7, -80, 43, -39, -141, -165, -146, -112, 
0, -73, -73, 36, 36, -73, 43, -39, -131, -161, -141, -102, 
24, -63, -87, 19, 56, -75, 34, -34, -112, -156, -126, -92, 
53, -48, -102, -2, 78, -75, 34, -48, -117, -165, -141, -107, 
24, -48, -73, 12, 48, -61, 58, -24, -78, -141, -112, -73, 
-19, -63, -43, 41, 12, -53, 53, -24, -78, -126, -107, -68, 
-9, -43, -34, 26, 12, -39, 48, -34, -82, -141, -107, -78, 
4, -29, -34, 12, 19, -31, 48, -39, -82, -141, -102, -78, 
-9, -4, 4, 7, -7, 0, 39, -48, -73, -136, -92, -63, 
-19, -9, 9, 14, -14, 0, 24, -63, -82, -151, -112, -78, 
-43, -48, -4, 46, -19, -26, 9, -68, -82, -165, -117, -97, 
-39, -43, -4, 41, -17, -24, 14, -63, -78, -175, -126, -92, 
-63, -73, -9, 68, -26, -41, 4, -68, -78, -175, -122, -92, 
-82, -82, 0, 82, -41, -41, 4, -63, -58, -161, -112, -78, 
-68, -68, 0, 68, -34, -34, 24, -53, -34, -156, -87, -63, 
-39, -34, 4, 36, -21, -14, 34, -43, -19, -141, -68, -48, 
4, 9, 4, -7, 0, 7, 29, -48, -34, -161, -78, -63, 
-4, -4, 0, 4, -2, -2, -4, -73, -58, -180, -107, -92, 
0, 4, 4, -2, -2, 4, -24, -82, -78, -190, -126, -97, 
34, 19, -14, -26, 24, 2, -14, -68, -73, -180, -117, -87, 
24, 29, 4, -26, 9, 17, -14, -58, -48, -161, -102, -68, 
34, 58, 24, -46, 4, 41, -9, -63, -39, -161, -92, -58, 
0, 24, 24, -12, -12, 24, -9, -68, -34, -161, -82, -53, 
-29, 4, 34, 12, -31, 19, -29, -92, -43, -165, -87, -63, 
-24, 4, 29, 9, -26, 17, -34, -107, -48, -180, -97, -68, 
-34, -9, 24, 21, -29, 7, -48, -117, -73, -185, -107, -82, 
4, 29, 24, -17, -9, 26, -63, -131, -107, -204, -117, -92, 
24, 34, 9, -29, 7, 21, -68, -141, -117, -209, -122, -97, 
34, 48, 14, -41, 9, 31, -78, -141, -126, -204, -131, -97, 
43, 58, 14, -51, 14, 36, -63, -131, -126, -200, -131, -102, 
14, 43, 29, -29, -7, 36, -68, -117, -117, -190, -131, -102, 
24, 48, 24, -36, 0, 36, -58, -112, -117, -185, -126, -82, 
29, 29, 0, -29, 14, 14, -43, -97, -107, -175, -117, -73, 
19, 4, -14, -12, 17, -4, -34, -73, -87, -161, -97, -68, 
14, -9, -24, -2, 19, -17, -39, -82, -92, -165, -102, -68, 
4, -39, -43, 17, 24, -41, -29, -73, -82, -151, -92, -58, 
34, -19, -53, -7, 43, -36, -19, -68, -92, -151, -92, -63, 
43, -4, -48, -19, 46, -26, -14, -78, -102, -161, -107, -68, 
43, 4, -39, -24, 41, -17, -34, -87, -126, -170, -122, -82, 
9, -19, -29, 4, 19, -24, -29, -102, -141, -175, -131, -102, 
9, -34, -43, 12, 26, -39, -24, -87, -122, -156, -126, -82, 
43, 9, -34, -26, 39, -12, 4, -53, -92, -136, -102, -58, 
43, -9, -53, -17, 48, -31, 9, -58, -92, -131, -102, -68, 
4, -24, -29, 9, 17, -26, 24, -43, -68, -117, -97, -58, 
-4, -24, -19, 14, 7, -21, 34, -43, -78, -107, -97, -63, 
-29, -43, -14, 36, -7, -29, 24, -43, -82, -97, -107, -68, 
-19, -39, -19, 29, 0, -29, 19, -53, -97, -126, -126, -87, 
0, -58, -58, 29, 29, -58, 24, -58, -126, -141, -146, -117, 
34, -58, -92, 12, 63, -75, 9, -63, -151, -165, -170, -131, 
19, -78, -97, 29, 58, -87, 14, -68, -175, -180, -175, -141, 
-24, -112, -87, 68, 31, -100, 14, -63, -170, -175, -190, -151, 
-48, -107, -58, 78, 4, -82, 9, -63, -175, -185, -190, -151, 
-73, -112, -39, 92, -17, -75, 19, -58, -165, -185, -180, -131, 
-58, -117, -58, 87, 0, -87, 39, -34, -146, -170, -151, -117, 
-24, -112, -87, 68, 31, -100, 19, -53, -141, -170, -161, -122, 
-63, -141, -78, 102, 7, -109, 14, -73, -180, -209, -175, -136, 
-107, -156, -48, 131, -29, -102, 24, -58, -165, -219, -180, -141, 
-131, -175, -43, 153, -43, -109, 43, -63, -170, -224, -180, -146, 
-131, -190, -58, 161, -36, -124, 19, -68, -185, -248, -204, -170, 
-122, -185, -63, 153, -29, -124, 29, -58, -165, -234, -185, -146, 
-58, -151, -92, 104, 17, -122, 19, -53, -170, -244, -180, -141, 
-9, -117, -107, 63, 48, -112, 24, -24, -146, -239, -165, -126, 
-19, -117, -97, 68, 39, -107, 24, -34, -136, -224, -146, -107, 
19, -87, -107, 34, 63, -97, 39, -14, -126, -229, -136, -97, 
58, -43, -102, -7, 80, -73, 53, -4, -92, -209, -117, -87, 
39, -58, -97, 9, 68, -78, 58, -19, -107, -214, -122, -92, 
39, -53, -92, 7, 65, -73, 68, -4, -82, -204, -126, -102, 
19, -68, -87, 24, 53, -78, 73, -4, -73, -209, -136, -107, 
-19, -97, -78, 58, 29, -87, 78, 0, -39, -204, -161, -151, 
-48, -122, -73, 85, 12, -97, 82, 19, 14, -185, -165, -151, 
-63, -141, -78, 102, 7, -109, 82, 24, 34, -180, -175, -170, 
-39, -97, -58, 68, 9, -78, 87, 43, 126, -131, -141, -146, 
-39, -39, 0, 39, -19, -19, 97, 43, 229, -39, -73, -107, 
-53, 4, 58, 24, -56, 31, 82, 29, 326, 48, -29, -92, 
-58, 43, 102, 7, -80, 73, 87, 43, 473, 165, 63, -29, 
-48, 102, 151, -26, -100, 126, 73, 39, 580, 283, 136, 14, 
14, 200, 185, -107, -85, 192, 53, 43, 707, 444, 253, 102, 
82, 263, 180, -173, -48, 222, 24, 58, 839, 653, 483, 287, 
156, 317, 161, -236, -2, 239, -14, 58, 985, 878, 732, 497, 
200, 409, 209, -305, -4, 309, -87, 39, 1068, 1093, 980, 722, 
219, 497, 278, -358, -29, 387, -190, -58, 956, 1185, 1137, 883, 
263, 629, 366, -446, -51, 497, -297, -200, 732, 1210, 1244, 1005, 
278, 736, 458, -507, -90, 597, -409, -380, 302, 1146, 1298, 1078, 
307, 844, 536, -575, -114, 690, -536, -546, -190, 990, 1293, 1112, 
312, 912, 600, -612, -143, 756, -605, -629, -610, 854, 1307, 1156, 
283, 829, 546, -556, -131, 688, -605, -673, -1093, 634, 1200, 1088, 
278, 707, 429, -492, -75, 568, -536, -610, -1454, 385, 1019, 951, 
248, 590, 341, -419, -46, 466, -463, -561, -1654, 156, 795, 775, 
170, 458, 287, -314, -58, 373, -414, -546, -1800, -92, 502, 517, 
87, 356, 268, -222, -90, 312, -385, -536, -1966, -385, 200, 258, 
4, 234, 229, -119, -112, 231, -356, -536, -2161, -775, -170, -39, 
-73, 82, 156, -4, -114, 119, -263, -444, -2215, -1141, -561, -351, 
-117, -29, 87, 73, -102, 29, -185, -375, -2137, -1381, -854, -595, 
-126, -63, 63, 95, -95, 0, -180, -361, -2078, -1546, -1039, -741, 
-136, -78, 58, 107, -97, -9, -190, -361, -1947, -1576, -1083, -766, 
-146, -102, 43, 124, -95, -29, -195, -351, -1727, -1429, -971, -692, 
-122, -92, 29, 107, -75, -31, -175, -307, -1478, -1220, -805, -585, 
-78, -73, 4, 75, -41, -34, -175, -292, -1273, -1039, -663, -497, 
-39, -43, -4, 41, -17, -24, -170, -278, -1068, -873, -556, -424, 
-53, -14, 39, 34, -46, 12, -175, -268, -883, -722, -463, -351, 
-48, 4, 53, 21, -51, 29, -185, -278, -751, -610, -390, -292, 
14, 48, 34, -31, -9, 41, -156, -229, -575, -492, -312, -234, 
24, 48, 24, -36, 0, 36, -117, -175, -434, -375, -234, -180, 
14, 29, 14, -21, 0, 21, -82, -146, -326, -302, -195, -146, 
43, 48, 4, -46, 19, 26, -53, -122, -263, -268, -165, -126, 
19, -9, -29, -4, 24, -19, -48, -117, -234, -253, -165, -126, 
-34, -48, -14, 41, -9, -31, -34, -112, -200, -229, -161, -131, 
-73, -97, -24, 85, -24, -61, -48, -131, -204, -234, -175, -151, 
-97, -126, -29, 112, -34, -78, -29, -92, -141, -185, -136, -112, 
-73, -97, -24, 85, -24, -61, -9, -63, -102, -146, -117, -112, 
-53, -87, -34, 70, -9, -61, 0, -48, -73, -107, -97, -97, 
-19, -68, -48, 43, 14, -58, 29, -24, -39, -73, -92, -78, 
14, -68, -82, 26, 48, -75, 58, -29, -39, -82, -112, -102, 
34, -48, -82, 7, 58, -65, 73, 0, 4, -34, -78, -78, 
43, -24, -68, -9, 56, -46, 68, -19, -4, -24, -97, -87, 
19, -48, -68, 14, 43, -58, 48, -29, 0, 14, -92, -92, 
14, -48, -63, 17, 39, -56, 39, -24, 0, 48, -92, -92, 
9, -63, -73, 26, 41, -68, 34, -43, -29, 34, -82, -102, 
-19, -92, -73, 56, 26, -82, 29, -29, -4, 29, -73, -82, 
-34, -92, -58, 63, 12, -75, 29, -39, -4, 14, -82, -87, 
-29, -117, -87, 73, 29, -102, 29, -19, 19, 19, -63, -68, 
9, -87, -97, 39, 53, -92, 29, -9, 34, 24, -58, -63, 
48, -68, -117, 9, 82, -92, 29, -14, 24, -19, -78, -78, 
63, -53, -117, -4, 90, -85, 34, 4, 53, -14, -53, -53, 
34, -43, -78, 4, 56, -61, 43, 0, 53, -34, -58, -58, 
-43, -78, -34, 61, -4, -56, 39, -24, 39, -58, -68, -58, 
-58, -82, -24, 70, -17, -53, 34, -19, 39, -73, -73, -68, 
